createdDate,name,playerClass
2015-01-19 06:41:12.836,FOR THE HORDE,Warrior
2015-01-19 06:47:45.634,FOR THE ALLIANCE,Paladin
2015-01-19 08:13:58.068,Sparkaz Beasty Zoo top 10 EU legend,Hunter
2015-01-19 08:19:47.937,Murlocs will RISE!,Druid
2015-01-19 08:26:57.604,Miracle Gazlowe Priest,Priest
2015-01-19 08:58:10.062,combo control,Paladin
2015-01-19 09:20:21.199,Low cost AOE mage,Mage
2015-01-19 10:43:10.107,Dream,Shaman
2015-01-19 11:05:24.246,Mill mage,Mage
2015-01-19 15:39:58.115,Giants mage,Mage
2015-01-19 15:51:27.440,SylvanHunter Board Control Hunter,Hunter
2015-01-19 16:34:27.365,Freshca Shaman,Shaman
2015-01-19 18:09:13.375,Maaski's bad Weirdodin.,Paladin
2015-01-19 18:26:00.807,Beyza's Pally Deck,Paladin
2015-01-19 18:36:01.932,Miracle Priest No Gazlowe,Priest
2015-01-19 19:23:23.343,Supplies,Shaman
2015-01-19 20:45:07.828,Rush Hunter,Hunter
2015-01-19 22:08:17.074,Testing,Mage
2015-01-19 22:55:00.595,Unfinished Hunter,Hunter
2015-01-20 00:05:31.734,Ironfur.,Druid
2015-01-20 00:15:04.203,Finished Hunter,Hunter
2015-01-20 00:47:49.035,Gaaras Updated Mech Shaman,Shaman
2015-01-20 01:06:45.273,Balladin Vr2.,Paladin
2015-01-20 03:18:17.321,StrifeCro Midrange Paladin,Paladin
2015-01-20 04:01:46.041,GvG OTK,Paladin
2015-01-20 04:16:00.825,Wrynn or Go Home,Priest
2015-01-20 04:31:45.320,Priest Shade and Spell Power Combo,Priest
2015-01-20 04:32:28.207,"IRTT, standard Priest",Priest
2015-01-20 05:01:30.433,Mage,Mage
2015-01-20 05:05:48.045,DECKS,Priest
2015-01-20 05:13:51.494,ALA's Handlock,Warlock
2015-01-20 05:16:27.559,Zoo Rogue,Rogue
2015-01-20 05:16:31.810,Garrobot,Warrior
2015-01-20 05:16:48.921,reynad Zoo 1/19/2015,Warlock
2015-01-20 05:18:11.589,WhoReallyKnows,Priest
2015-01-20 05:20:46.038,1234,Paladin
2015-01-20 05:20:48.751,Midrange/Control/Combo Rogue,Rogue
2015-01-20 05:21:44.428,><script>alert(1)</script><,Mage
2015-01-20 05:24:10.121,echo mage,Mage
2015-01-20 05:26:50.456,alec ramp druid,Druid
2015-01-20 05:29:05.330,Basic+,Priest
2015-01-20 05:29:32.439,Nephtus,Priest
2015-01-20 05:29:54.426,hand,Warlock
2015-01-20 05:33:24.892,Secret Mage,Mage
2015-01-20 05:33:53.273,Burst,Priest
2015-01-20 05:37:39.368,Surprise Rogue,Rogue
2015-01-20 05:41:01.445,New Priest,Priest
2015-01-20 05:47:39.762,TheMaxtrix's Fatigue mage,Mage
2015-01-20 05:48:01.997,ETB Paladin,Paladin
2015-01-20 06:00:36.426,Revival Mech,Rogue
2015-01-20 06:02:57.129,Randomage,Mage
2015-01-20 06:07:12.145,Sdfr4567's Freeze Mage,Mage
2015-01-20 06:11:55.176,Druid Deck,Druid
2015-01-20 06:13:32.867,I can Juggle!,Warlock
2015-01-20 06:24:35.926,freezemage,Mage
2015-01-20 06:25:22.130,Melven's Demon Biology Class,Warlock
2015-01-20 06:28:03.045,echo blood knight mid range,Paladin
2015-01-20 06:28:47.596,Slow Start,Druid
2015-01-20 06:32:04.313,combolock,Warlock
2015-01-20 06:46:53.986,HealLock,Warlock
2015-01-20 07:01:26.764,Fro Control Warrior,Warrior
2015-01-20 07:17:45.401,Alcreation,Shaman
2015-01-20 07:41:46.840,Lo0b's control mage,Mage
2015-01-20 07:58:23.750,ONE DROPS,Warlock
2015-01-20 08:13:21.783,Anima Golem Deck,Warlock
2015-01-20 12:54:21.106,Face Priest,Priest
2015-01-20 13:26:25.335,Unstable Portal Mech Mage,Mage
2015-01-20 16:25:18.609,LOL,Rogue
2015-01-20 16:57:48.311,totems an die macht,Shaman
2015-01-20 18:04:08.202,Freeze Mage: Unlimited,Mage
2015-01-20 18:36:47.503,asdasdasd,Priest
2015-01-20 19:26:19.264,Control Mech Shaman - top 25 NA,Shaman
2015-01-20 20:10:44.509,I dunno,Druid
2015-01-20 20:50:05.908,prototype deathrattle,Hunter
2015-01-20 22:42:26.916,Stock/Common Card ONLY Ramp,Druid
2015-01-20 23:25:20.938,The Mechanning,Mage
2015-01-20 23:42:19.841,Budget Naxx Priest,Priest
2015-01-21 00:47:35.747,Defeat3d's GvG Token Druid,Druid
2015-01-21 01:06:49.032,Shad0w's Mech Mage,Mage
2015-01-21 01:08:13.550,Stuff mage,Mage
2015-01-21 02:56:31.738,The One,Priest
2015-01-21 03:00:32.874,Chhaki Standard,Warlock
2015-01-21 04:04:13.585,RNGreatness,Shaman
2015-01-21 04:09:42.557,I don't know what to call this....,Druid
2015-01-21 04:25:07.165,GvG Fast Druid,Druid
2015-01-21 04:48:14.190,James #1 Deathrattle Druid,Druid
2015-01-21 05:08:20.002,Handlock is Cute,Warlock
2015-01-21 05:12:58.396,Dust's Mill Midrange Mill Druid,Druid
2015-01-21 05:16:34.385,Trade Prince Malywix Rogue,Rogue
2015-01-21 05:33:29.845,Fatigue Priest: The Slowest Roll,Priest
2015-01-21 05:40:40.022,One-Turn-Kill Rogue,Rogue
2015-01-21 05:50:10.455,Shrinkmeister Priest Deck,Priest
2015-01-21 06:07:06.974,New Meta Warrior,Warrior
2015-01-21 06:07:37.044,Standard Ramp Druid,Druid
2015-01-21 06:12:09.085,DevineRush,Paladin
2015-01-21 06:26:48.287,Hydration's Midrange GvG Shaman,Shaman
2015-01-21 06:30:55.371,OTK shaman,Shaman
2015-01-21 06:33:30.125,Handlock4154,Warlock
2015-01-21 06:59:06.119,Test Ramp,Druid
2015-01-21 06:59:25.876,Kel'Thuzad's Ramp,Druid
2015-01-21 07:13:06.261,ヽ(◉◡◔)ﾉ Vanish Wombo Combo Mill Rogue!,Rogue
2015-01-21 07:17:04.111,MeekOps Zoo,Warlock
2015-01-21 07:57:47.268,Doomish lock,Warlock
2015-01-21 08:40:20.972,Combo Warrior,Warrior
2015-01-21 08:46:11.916,The Deadmines!,Rogue
2015-01-21 09:15:11.349,HandZoo,Warlock
2015-01-21 09:28:01.907,Miracle,Rogue
2015-01-21 09:42:02.500,My current mech mage,Mage
2015-01-21 09:46:04.906,Reviving Rexxar's Reputation,Hunter
2015-01-21 12:46:48.231,Funburst,Shaman
2015-01-21 13:27:07.288,Shadow Corruption,Priest
2015-01-21 15:06:58.126,shadowsteppage,Rogue
2015-01-21 15:20:05.747,Ruther RNGbringer,Paladin
2015-01-21 18:10:22.127,Warrior Mill,Warrior
2015-01-21 20:09:20.936,preisety priest,Priest
2015-01-21 21:33:07.500,Neviilz's #1 Legend Kel-Thuzad Druid,Druid
2015-01-21 22:35:55.140,DrTilt's Get Buffled,Paladin
2015-01-21 23:37:24.446,Mech Pets (feat. Loatheb),Hunter
2015-01-22 00:09:31.147,EEEEE,Hunter
2015-01-22 00:20:55.668,PDW,Priest
2015-01-22 00:57:21.137,Sticky Swamp,Druid
2015-01-22 02:38:33.085,Combo Shaman,Shaman
2015-01-22 05:17:14.960,Taunt Rogue,Rogue
2015-01-22 05:25:25.264,Hearthstone Wildlifepark,Hunter
2015-01-22 06:02:25.371,HALLA AT YA BOY,Warrior
2015-01-22 06:02:54.915,Jeev Hundar,Hunter
2015-01-22 06:17:27.117,Priest Infection,Priest
2015-01-22 06:34:46.956,Dog's Druid,Druid
2015-01-22 08:01:18.041,3 Thoughsteal,Priest
2015-01-22 08:01:26.608,Kolento Oil Rogue,Rogue
2015-01-22 12:30:51.248,A Begginners Deck by Benjitso,Druid
2015-01-22 13:21:28.358,Control Warrior (magicamy meta snapshot),Warrior
2015-01-22 13:22:10.514,TinkerOil Burst,Rogue
2015-01-22 13:39:39.980,Something Zen,Priest
2015-01-22 14:00:08.269,Ramp Druid (magicamy meta snapshot),Druid
2015-01-22 14:04:33.864,Midrange Paladin (magicamy meta snapshot),Paladin
2015-01-22 14:07:13.826,Midrange Hunter (magicamy meta snapshot),Hunter
2015-01-22 14:10:26.419,Fatigue Mage (magicamy meta snapshot),Mage
2015-01-22 14:13:28.281,Handlock Warlock (magicamy meta snapshot),Warlock
2015-01-22 14:18:35.222,Midrange Mech Shaman (magicamy meta snapshot),Shaman
2015-01-22 14:21:51.735,Zoo Warlock (magicamy meta snapshot),Warlock
2015-01-22 14:24:22.874,Midrange Druid (magicamy meta snapshot),Druid
2015-01-22 14:28:52.844,Face Hunter (magicamy meta snapshot),Hunter
2015-01-22 14:31:59.688,Mech Mage (magicamy meta snapshot),Mage
2015-01-22 14:41:22.177,Freeze Mage (magicamy meta snapshot),Mage
2015-01-22 14:44:18.528,Midrange Rogue (magicamy meta snapshot),Rogue
2015-01-22 14:47:22.887,Mech Druid (magicamy meta snapshot),Druid
2015-01-22 14:49:34.655,Mech Rogue (magicamy meta snapshot),Rogue
2015-01-22 14:53:43.972,Token Druid (magicamy meta snapshot),Druid
2015-01-22 14:58:49.839,Control Paladin (magicamy meta snapshot),Paladin
2015-01-22 15:04:04.088,Control Priest (magicamy meta snapshot),Priest
2015-01-22 15:10:50.395,Demon Handlock Warlock (magicamy meta snapshot),Warlock
2015-01-22 15:20:20.980,Control Mage (magicamy meta snapshot),Mage
2015-01-22 15:43:39.607,crazy shit,Paladin
2015-01-22 15:51:04.746,Pirate Midrange Rogue (magicamy meta snapshot),Rogue
2015-01-22 16:05:20.735,Giants Mage (magicamy meta snapshot),Mage
2015-01-22 16:12:11.436,Fatigue Druid (magicamy meta snapshot),Druid
2015-01-22 16:18:04.524,OTK Shaman (magicamy meta snapshot),Shaman
2015-01-22 16:28:55.608,Demon M-Warlock (magicamy meta snapshot),Warlock
2015-01-22 16:44:59.647,Horrible Millstone,Rogue
2015-01-22 16:46:22.705,Best handlock,Warlock
2015-01-22 17:03:53.860,Anti-Aggro,Paladin
2015-01-22 17:33:00.084,aggrodin nab,Paladin
2015-01-22 18:21:53.170,Death Reincarnate,Mage
2015-01-22 18:43:49.396,Fatigue Druid Tree of Life,Druid
2015-01-22 19:35:17.464,Mid-Range Mech priest,Priest
2015-01-22 20:02:04.342,Value Priest,Priest
2015-01-22 21:24:36.574,no ruwr,Druid
2015-01-22 22:45:35.226,Cheerios,Rogue
2015-01-22 23:47:20.801,Luna Tempo Rogue,Rogue
2015-01-23 00:02:11.598,Loyan Midrange,Shaman
2015-01-23 00:45:23.753,Mech-ramp,Druid
2015-01-23 00:56:00.019,turn four 23/1/15,Warlock
2015-01-23 01:00:24.198,Rock solid,Warrior
2015-01-23 01:21:12.480,Old Age~ Agro-Warrior deck,Warrior
2015-01-23 01:34:31.083,Fatigue mage 23/1/15,Mage
2015-01-23 01:41:51.006,Valeera's secret 23/1/15,Rogue
2015-01-23 01:44:36.840,Malfurious 23/1/15,Druid
2015-01-23 01:48:21.886,Silver Hand Army 23/1/15,Paladin
2015-01-23 01:54:09.581,serpant,Hunter
2015-01-23 01:59:58.032,reynad's control mage,Mage
2015-01-23 02:04:03.359,Freeze mage (pyro),Mage
2015-01-23 02:25:29.028,Midrange Lock,Warlock
2015-01-23 02:44:48.941,Noob rank 17+ deck,Priest
2015-01-23 02:54:14.595,Deathrattle Combo Hunter,Hunter
2015-01-23 03:32:19.891,Mechanical Tempo Druid,Druid
2015-01-23 03:36:35.994,Midrange Pally on a Budget,Paladin
2015-01-23 04:51:33.324,Mid Range Combo Warrior (Bouncing Blades),Warrior
2015-01-23 07:01:18.894,xv,Druid
2015-01-23 08:52:44.614,Saint P,Priest
2015-01-23 15:17:12.998,Millhouse Aggro,Warrior
2015-01-23 18:35:49.243,Saiyan Miracle,Rogue
2015-01-23 19:04:23.662,Anti Taunt Druid,Priest
2015-01-23 19:17:53.424,Freeze Mage adjusted,Mage
2015-01-23 19:49:18.672,Rattle'n'Roll,Hunter
2015-01-23 20:50:19.604,palyHS,Paladin
2015-01-23 22:25:03.222,demonology,Warlock
2015-01-24 00:25:38.183,Super Powered,Priest
2015-01-24 00:51:15.763,Tempo Priest (Deathrattle),Priest
2015-01-24 01:22:42.503,Stalagg/Feugen Demonlock,Warlock
2015-01-24 02:12:24.874,surprise butt***,Warlock
2015-01-24 03:36:02.122,Versatile Warlock Synergy Deck,Warlock
2015-01-24 04:47:14.613,Face Mage,Mage
2015-01-24 07:58:27.455,Ancestral penetration,Shaman
2015-01-24 08:44:31.114,Just Dru It,Druid
2015-01-24 11:17:19.526,Handlock (Thalnos),Warlock
2015-01-24 15:27:08.670,Shadow Priest,Priest
2015-01-24 16:10:04.959,Tempo/Midrange-Lock,Warlock
2015-01-24 20:56:02.849,yolo,Priest
2015-01-24 21:55:34.877,Echo of Sneeds,Mage
2015-01-24 23:17:33.149,Hobgoblin Mech Druid,Druid
2015-01-25 00:31:19.275,Frase's ESL Malygod Deck REVISED,Shaman
2015-01-25 00:59:27.072,THIS ENDS NOW,Shaman
2015-01-25 01:26:25.886,Pyro Control Shaman,Shaman
2015-01-25 05:59:28.805,BMK Hobgoblins Jan2015,Druid
2015-01-25 06:06:34.847,Savjz Fatigue Mage Jan2015,Mage
2015-01-25 08:03:10.188,Contempo Rogue,Rogue
2015-01-25 09:06:33.053,my try at combo lock,Warlock
2015-01-25 09:49:01.823,Kuhmero's Meta Control warrior,Warrior
2015-01-25 10:09:04.895,redemption,Paladin
2015-01-25 17:46:10.736,for j,Mage
2015-01-25 22:57:18.772,Beginner Decks: Paladin,Paladin
2015-01-26 00:45:02.781,Pupli's Flex Mage,Mage
2015-01-26 01:14:09.117,Legend test,Druid
2015-01-26 03:40:57.276,Mech Rattle,Shaman
2015-01-26 04:27:58.740,Newman's F2P,Hunter
2015-01-26 05:00:05.667,standard control warrior,Warrior
2015-01-26 09:01:53.251,The New Cancer- [4 Undertakers],Paladin
2015-01-26 10:12:54.569,dylan 1,Druid
2015-01-26 10:35:06.086,Druide taunt,Druid
2015-01-26 13:59:19.885,TRUE CANCER,Priest
2015-01-26 14:22:13.251,asdf,Druid
2015-01-26 17:07:59.301,2ZO's Mid-Range Hunter,Hunter
2015-01-26 18:26:29.238,TakeTheShot,Hunter
2015-01-26 18:48:45.043,MidrangeLock,Warlock
2015-01-26 19:38:56.889,hunter,Hunter
2015-01-26 19:39:46.992,Suicide warlock budget deck,Warlock
2015-01-26 21:30:45.782,Anti-fuckboi priest,Priest
2015-01-26 22:24:55.507,Guttermouth Control Priest,Priest
2015-01-26 22:28:00.116,Everlasting,Shaman
2015-01-26 22:29:28.864,silence handlock,Warlock
2015-01-26 22:45:37.955,vbfxcgdfg,Mage
2015-01-27 01:53:41.683,StrifeCro Echo Mage,Mage
2015-01-27 04:36:41.844,Nalguidan - Top 50 NA Weapon Warrior,Warrior
2015-01-27 05:28:16.386,plem echo,Mage
2015-01-27 07:44:28.095,Deck,Priest
2015-01-27 13:47:27.587,Chosen Shade,Priest
2015-01-27 17:53:07.519,Shade Paladin,Paladin
2015-01-27 20:18:56.989,antonidas mage,Mage
2015-01-27 20:27:34.155,Mines x 3,Warrior
2015-01-27 22:58:43.987,Fatigue juggernaut warrior,Warrior
2015-01-28 00:29:12.663,Paladin for days,Paladin
2015-01-28 02:02:50.630,deathrattlerrrrr,Hunter
2015-01-28 02:41:19.126,Jables Midrange combo,Warlock
2015-01-28 03:31:24.969,Real Control Rogue.,Rogue
2015-01-28 03:40:07.624,Warrior control,Warrior
2015-01-28 05:58:38.132,Hunter deck,Hunter
2015-01-28 06:22:18.327,Oil Rogue. NEW.,Rogue
2015-01-28 06:54:18.285,Aggressive Mech Druid,Druid
2015-01-28 07:55:31.826,Dark Heretic,Priest
2015-01-28 08:10:25.577,Generic Priest 1,Priest
2015-01-28 08:15:19.759,MechMage V4,Mage
2015-01-28 08:31:49.637,Suggestions,Rogue
2015-01-28 09:31:14.507,Cntrlwarr,Warrior
2015-01-28 11:52:57.176,Oil Rogue (?,Rogue
2015-01-28 14:35:40.879,Amaz Paladin,Paladin
2015-01-28 14:52:33.993,Very Fun GvG Mage,Mage
2015-01-28 15:37:06.531,Violet Growth V1.0,Druid
2015-01-28 18:00:21.552,GvG Handlock,Warlock
2015-01-28 18:07:37.683,Archetzan Auctionidas,Mage
2015-01-28 18:38:22.162,beast durid,Druid
2015-01-28 19:05:52.388,Aggro Scarlet Purifier Paladin,Paladin
2015-01-28 19:49:01.550,Fun Miracle Rogue,Rogue
2015-01-28 20:03:33.457,"Axe, smash Face!",Warrior
2015-01-28 20:21:34.601,HobGoblin REEEEMIX!,Druid
2015-01-28 23:04:36.546,sfdsdfsadfsagsagasg,Priest
2015-01-28 23:44:09.095,Kolento Mech Mage,Mage
2015-01-29 01:18:55.966,no undertaker mech hunter,Hunter
2015-01-29 02:39:36.037,StrifeCro/edited,Paladin
2015-01-29 04:15:51.797,Mech Mage (?,Mage
2015-01-29 04:28:56.193,The Super Welfare Control Warrior of Kingdoms,Warrior
2015-01-29 07:55:51.644,snoopy,Warrior
2015-01-29 14:23:19.656,Godlike Shaman,Shaman
2015-01-29 14:53:50.886,"Aggro Mech Shaman, man",Shaman
2015-01-29 16:55:38.163,Grinding Huntards,Shaman
2015-01-29 19:55:08.658,blarg,Priest
2015-01-29 22:40:39.425,New Meta MechHunter,Hunter
2015-01-30 00:31:38.670,Oil Rogue (magicamy meta snapshot),Rogue
2015-01-30 00:47:34.451,Aggressive Pirates,Rogue
2015-01-30 00:55:29.399,Combo Warlock (magicamy meta snapshot),Warlock
2015-01-30 02:20:55.198,Warrior,Warrior
2015-01-30 02:30:05.543,Druid,Druid
2015-01-30 02:33:06.253,Version 9,Mage
2015-01-30 04:08:27.166,Demon Handlock (magicamy meta snapshot),Warlock
2015-01-30 04:19:02.719,Control Paladin (meta snapshot#4),Paladin
2015-01-30 04:25:20.696,Beast Hunter (magicamy meta snapshot),Hunter
2015-01-30 04:35:26.030,Aggro Mage (meta snapshot #4),Mage
2015-01-30 04:41:03.880,AH-HA! Miracle Rogue (meta snapshot #4),Rogue
2015-01-30 05:18:49.345,Messing Around,Paladin
2015-01-30 05:25:30.800,Aiyuh Violet Rogue,Rogue
2015-01-30 05:28:36.100,Beastly,Hunter
2015-01-30 05:56:30.366,Five nights at freddy's,Warlock
2015-01-30 06:20:54.115,Canadians shitty deck,Mage
2015-01-30 06:57:05.670,Violet Growth,Druid
2015-01-30 13:59:22.669,Control priest test!,Priest
2015-01-30 16:07:42.148,Initiated,Priest
2015-01-30 17:54:22.928,Jigzow Druid,Druid
2015-01-30 22:34:28.815,Shaman yohan,Shaman
2015-01-31 00:05:31.825,Durid test,Druid
2015-01-31 02:41:18.935,Ancient Mage,Mage
2015-01-31 03:00:32.653,VoidZooLock,Warlock
2015-01-31 03:12:57.075,Mid-Ranged Ramp,Druid
2015-01-31 04:09:40.917,F2p Aggro Rogue!,Rogue
2015-01-31 04:17:05.119,F2p Tempo Rogue!,Rogue
2015-01-31 04:25:12.943,F2p Tempo Warrior,Warrior
2015-01-31 04:29:40.726,F2p Value Mage!,Mage
2015-01-31 04:33:12.345,F2p Control Priest!,Priest
2015-01-31 04:36:33.996,F2p Shaman!,Shaman
2015-01-31 04:40:05.811,F2p Druid!,Druid
2015-01-31 04:43:56.355,Midrange Paladin! F2p,Paladin
2015-01-31 05:43:21.624,Hobgoblin Druid,Druid
2015-01-31 06:33:03.888,JarateK1d's Midrange Paladin,Paladin
2015-01-31 07:12:29.227,Early mage (Secret Engine),Mage
2015-01-31 07:15:10.627,14142,Warlock
2015-01-31 11:04:17.922,ye,Shaman
2015-01-31 13:13:59.132,asfdsfdsA,Priest
2015-01-31 13:16:41.064,Cheapest deck for warrior,Warrior
2015-01-31 13:23:21.163,Literally the best deck ever made in mlg mtn dew history,Priest
2015-01-31 16:29:01.983,Rush Mage,Mage
2015-01-31 17:25:39.147,How to lose friends in 5 turns,Shaman
2015-01-31 18:00:03.144,Reynad Mech Druid from Stream 1/29/2015,Druid
2015-01-31 18:48:15.989,GvG Divien Zoo,Warlock
2015-01-31 21:01:28.798,Grommash Greedscream,Warrior
2015-01-31 21:41:03.148,Bad Deck,Hunter
2015-02-01 05:35:21.816,Pirate Paladin,Paladin
2015-02-01 05:51:33.633,Aggro Hunter post undertaker nerf,Hunter
2015-02-01 05:51:46.035,Standard Big Ramp,Druid
2015-02-01 05:51:48.875,Modified Tempo,Mage
2015-02-01 05:52:31.388,Feignted Hunter,Hunter
2015-02-01 05:53:12.637,99 Beasts (But a snake ain't one),Hunter
2015-02-01 05:54:02.788,possibly feign death hunter?,Hunter
2015-02-01 05:57:23.472,Enrage Gimmick,Warrior
2015-02-01 06:05:08.077,Best deck for latter get rank 1 virgin in no time,Warlock
2015-02-01 06:06:56.428,Wrong Way Warrior!,Warrior
2015-02-01 06:13:14.754,Sensei,Rogue
2015-02-01 06:22:35.085,Midrange Pally,Paladin
2015-02-01 06:26:54.304,GvG Powermace Shaman,Shaman
2015-02-01 06:30:37.486,Slerpy's Control Rogue,Rogue
2015-02-01 06:41:21.377,PTW Warrior,Warrior
2015-02-01 06:48:08.229,Mid range Molten Rogue,Rogue
2015-02-01 06:56:46.470,Post Undertaker aggro with the Mur-Lock,Warlock
2015-02-01 07:09:28.021,Feign Death Control Hunter,Hunter
2015-02-01 07:49:37.065,Heal Paladin,Paladin
2015-02-01 08:31:44.432,Chakki's E-SPORTS Combo Warlock,Warlock
2015-02-01 08:39:17.878,Teachings of the Church,Priest
2015-02-01 09:06:29.065,Neptulon Deathrattle Shaman,Shaman
2015-02-01 09:10:17.183,Healock,Warlock
2015-02-01 09:36:10.592,deathrattle priesterino,Priest
2015-02-01 10:27:02.844,Ryzen's Rogue [LEGEND],Rogue
2015-02-01 10:41:47.352,THE ULTIMATE DANK IN SHANKING FANK,Warlock
2015-02-01 11:00:45.111,Zoolock,Warlock
2015-02-01 13:08:32.355,Rewind,Hunter
2015-02-01 13:31:41.268,Demon Hand Lock,Warlock
2015-02-01 14:53:58.787,Post Undertaker nerf Control Warrior,Warrior
2015-02-01 14:54:35.146,NiveusNex's Ashman-Shaman.,Shaman
2015-02-01 15:03:00.929,The Shaman of the Future,Shaman
2015-02-01 15:27:24.476,Midrange Hunter (post nerf),Hunter
2015-02-01 15:37:44.333,Hobgoblin huntard,Hunter
2015-02-01 16:07:06.475,Minions Mech Warrior,Warrior
2015-02-01 16:37:10.544,Undertaker Feign Death Deck,Hunter
2015-02-01 17:25:19.084,Mochi's Mech Burst Shaman,Shaman
2015-02-01 17:37:39.408,GvG Miracle Rogue,Rogue
2015-02-01 18:12:59.721,Divine Zoo,Warlock
2015-02-01 18:22:58.498,OmniFight,Paladin
2015-02-01 18:31:59.563,Heavy Priest,Priest
2015-02-01 18:45:53.552,MAge Mech Antonidas fireball,Mage
2015-02-01 18:53:19.866,Classic Mech Mage with Unstable portal,Mage
2015-02-01 19:01:14.245,Hyped Freeze deck,Mage
2015-02-01 19:10:28.747,(╭ರ_•́)\ DOUBLE ASS BLADE (╭ರ_•́)\,Rogue
2015-02-01 19:23:24.346,It's just a Crush,Warrior
2015-02-01 20:39:01.968,Mech Zoo,Warlock
2015-02-01 21:24:54.158,Control Leroy Shaman Deck (Could use some revision),Shaman
2015-02-01 21:50:12.093,Cheap Control Druid,Druid
2015-02-01 23:42:35.692,Handlock (No watchers) More late game,Warlock
2015-02-02 00:17:51.545,Demon Party,Warlock
2015-02-02 01:34:59.655,Beginner Decks: Mage,Mage
2015-02-02 01:42:21.913,mechifies,Druid
2015-02-02 02:09:03.352,Huntard in Cahrge,Hunter
2015-02-02 02:48:47.526,Demon Warlock (?,Warlock
2015-02-02 02:52:37.562,Frost Mage (?,Mage
2015-02-02 03:21:04.325,Southsea Miracle,Rogue
2015-02-02 03:21:10.624,ur a fucking retard,Shaman
2015-02-02 03:26:14.745,Regular Midrangey Pally,Paladin
2015-02-02 03:46:59.856,Allroundhunter,Hunter
2015-02-02 03:49:05.333,The Dream,Druid
2015-02-02 03:52:35.303,Future,Warrior
2015-02-02 03:56:06.771,Control\Echo Mage,Mage
2015-02-02 04:17:16.712,Reynad Ramp from 2/1/15 Stream,Druid
2015-02-02 04:35:22.284,Kolento 2015 kinguin Tourny,Warlock
2015-02-02 04:43:53.797,"Oh, Lord",Warlock
2015-02-02 04:45:04.677,Troggzor GVG Ramp druid,Druid
2015-02-02 04:59:50.971,[Blackfall] Legend Paladin Control,Paladin
2015-02-02 05:18:15.376,Mech Priest (1 Legendary),Priest
2015-02-02 05:24:41.157,Ryzen's Oil Rogue,Rogue
2015-02-02 05:39:05.741,gahz,Hunter
2015-02-02 05:46:07.520,Miracle Token Rogue,Rogue
2015-02-02 06:05:29.535,mech mageee,Mage
2015-02-02 06:14:13.270,zoooooooooo,Warlock
2015-02-02 06:19:34.348,mech zooish,Warlock
2015-02-02 06:20:41.901,weapons/ mech,Rogue
2015-02-02 06:23:49.910,Malygos's Perdition Rogue,Rogue
2015-02-02 06:25:18.509,Mid Mal'Ganis,Warlock
2015-02-02 06:37:45.288,oil combo rogue,Rogue
2015-02-02 07:19:16.788,Shadow Priest Control,Priest
2015-02-02 08:20:34.956,FREEEEEEZE,Mage
2015-02-02 11:53:59.528,Only Inbreeding,Mage
2015-02-02 12:37:26.001,Procryonicx's Zoo Deck,Warlock
2015-02-02 13:27:45.728,Xixo face hunter - first to hit legend,Hunter
2015-02-02 14:12:22.727,For Gnomregan!,Druid
2015-02-02 18:12:18.171,Neirea OTK Warrior,Warrior
2015-02-02 18:35:29.133,Darkwonyx Combo Warlock,Warlock
2015-02-02 18:53:18.087,StayFrosty OTK Mage Deck,Mage
2015-02-02 19:19:20.776,Aggro Board Control Mech Warlock,Warlock
2015-02-02 19:21:14.860,I Have No Idea,Rogue
2015-02-02 19:24:05.518,Control Warrior BroLeon,Warrior
2015-02-02 19:27:30.672,Frase's 360 Windmill Slam Shaman,Shaman
2015-02-02 20:31:08.471,Old school freeze mage -,Mage
2015-02-02 22:17:47.149,Fatiguee mage,Mage
2015-02-02 23:00:58.400,archmage mech,Mage
2015-02-02 23:07:13.609,Hunter Win,Hunter
2015-02-02 23:12:57.686,NOskillALLface,Hunter
2015-02-02 23:37:03.707,McGiants (Handlock),Warlock
2015-02-02 23:42:24.214,Classic Zoolock Post Undertaker Nerf,Warlock
2015-02-03 00:39:14.064,Fatigue Mage,Mage
2015-02-03 00:43:50.023,Huntard,Hunter
2015-02-03 00:50:59.476,Mechy Mage,Mage
2015-02-03 01:45:31.490,Oil to the face,Rogue
2015-02-03 01:45:54.560,VisZooCancer,Warlock
2015-02-03 01:46:49.196,Gazlowe Rogue,Rogue
2015-02-03 01:47:38.405,cheap priest,Priest
2015-02-03 02:17:34.304,Let's See How This Goes by Oni,Mage
